STN Code,Sampling Date,Month,Sampling Time,Stn Name,Type Water Body,Name Of Water Body,River Basin,District,State Name,Mon Agency,Frequency,Major Polluting Sources,Use Based Class, Visibility Effluent Discharge,Weather,Approx Depth,Human Activities,Floating Matter,Color,Odor,Flow,Temperature,Dissolved O2,pH,Conductivity,BOD,Nitrate N,Nitrite N,Fecal Coliform,Total Coliform,Fecal Streptococci,Turbidity,Phenophelene Alkanity,Total Alkalinity,Chlorides,COD,Total Kjeldahl N,Amonia N,Hardness CaCo3,Calcium CaCo3,Magnesium CaCo3,Sulphate,Sodium,Total Dissolved Solids,Total Fixed Solids,Total Suspended Solids,Phosphate,Boron,Potassium,Flouride,latitude,longitude
2690,07-03-2025,Jul,16:01:00,"Pawana river at Kasarwadi, Village. Kasarwadi, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,26,4,7.5,295,9.8,2.22,NA,40,1600,1.8(BDL),11.1,5(BDL),60,18.44,35.6,1.5(BDL),0.4,84,42,42,10.22,13.53,239,184,43,1.07,0.5(BDL),2.06,0.7,18° 36.137’,73° 49.306’
2691,07-02-2025,Jul,14:05:00,"Pawana river at  Dapodi bridge, at Pawana. Mulla Sangam,  Village. Dapodi, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,26,5.5,7.3,325,4.4,2.7,NA,33,1600,1.8(BDL),2.49,5(BDL),58,25.59,11.9,1.5(BDL),0.4,94,48,46,20.76,15.76,262,212,19,1.05,0.5(BDL),2.28,0.9,18° 34.429’,73° 49.909’
2692,07-02-2025,Jul,03:58:00,"Pawana river at Ravet Weir, Village. Ravet, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Raining,Less than 50cm,Others,Yes,Clear,None,0,26,4.9,7.9,257,6.2,1.33,NA,33,1600,1.8(BDL),16.6,5(BDL),60,12.45,23.7,1.68,0.4,74,38,36,5(BDL),10.2,212,168,38,0.2(BDL),0.5(BDL),1.26,0.2(BDL),18° 38.374’,73° 44.867’
2693,07-03-2025,Jul,18:00:00,"Pawana river at Chinchwadgaon, Village. Chinchwadgaon,Taluka. Haweli,District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,26,3.8,7.6,281,12.5,1.88,NA,26,1600,1.8(BDL),14.2,5(BDL),58,16.39,43.5,1.5(BDL),0.4,80,40,40,17.31,12.37,228,175,39,1.26,0.5(BDL),1.69,0.6,18° 37.553’,73° 46.681’
2694,07-03-2025,Jul,16:08:00,"Pawana river at Pimprigaon, Village. Pimprigaon, Taluka. Haweli, District. Pune.",River,Pawana ,Pawana ,Pune,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Less than 50cm,Others,Yes,Clear,None,0,26,4.6,7.5,298,6.2,2.52,NA,21,1600,1.8(BDL),18.2,5(BDL),62,18.34,19.8,1.5(BDL),0.4,86,44,42,10.63,13.66,241,182,44,0.88,0.5(BDL),2.03,0.8,18° 37.301’,73° 47.903’
36,07-03-2025,Jul,02:00:00,"Krishna river at Krishna bridge, ( Krishna river at NH.4 bridge ) Village. Karad, Taluka. Karad, District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,25,5.8,8.4,298,4.6,2.1,NA,7.8,350,1.8(BDL),5.91,14,56,15.75,15.8,1.68,0.4,84,42,42,73.28,36.57,242,194,25,0.21,0.5(BDL),1.6,0.2(BDL),17°17.690’,74°11.321’
2186,07-07-2025,Jul,08:30:00,"Venna river at Varye, Village . Varye,Taluka. Satara, District. Satara.",River,Venna ,Venna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,24,6.5,8.2,178,2.6,1.77,NA,6.1,210,1.8(BDL),3.07,5(BDL),40,7.4,7.9,1.5(BDL),0.4,54,26,28,5(BDL),5(BDL),142,115,13,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),17°43.793’,73°58.928’
2187,07-02-2025,Jul,09:00:00,"Krishna river at Kshetra Mahuli, Village. Kshetra.Mahuli,Taluka. Mahuli, District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,25,6,8.5,486,4.3,1.09,NA,22,920,1.8(BDL),3.62,14,82,21.19,15.8,1.5(BDL),0.4,138,74,64,8.55,11.92,394,305,16,0.26,0.5(BDL),1.47,0.5,17°41.735’,74°03.286’
2188,07-02-2025,Jul,11:00:00,"Krishna river at Krishna. Venna Sangam Mahuli , Village. Mahuli,Taluka. Mahuli, District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,25,5.5,8.1,215,4.6,1.01,NA,11,920,1.8(BDL),2.83,5(BDL),42,11.1,15.8,1.68,0.4,64,38,26,12.5,8.95,175,138,16,0.32,0.5(BDL),1(BDL),0.2(BDL),17°41.445’,74°03.088’
2189,07-03-2025,Jul,11:30:00,"Koyna River at Karad, Village. Karad,Taluka. Karad, District. Satara.",River,Koyna ,Koyna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,25,5.1,7.9,107,4.8,1.35,NA,22,350,1.8(BDL),11.2,5(BDL),22,7.25,19.8,1.68,0.4,34,18,16,7.45,6.58,91,70,20,0.46,0.5(BDL),1(BDL),0.4,17°16.668’,74°10.528’
2190,07-07-2025,Jul,10:00:00,"Krishna river at Wai, Village. Wai,Taluka. Wai,District. Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,24,6.3,8.1,407,3.6,2.17,NA,17,540,1.8(BDL),1.82,5(BDL),74,19.84,11.9,1.68,0.4,116,56,60,8.55,13.06,328,260,13,0.51,0.5(BDL),1(BDL),0.3,17°34.304’,74°02.862’
2681,07-02-2025,Jul,06:05:00,"Nira river at Sangavi, Village. Sangavi, Taluka. Phaltan, District. Satara.",River,Nira ,Nira ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0,27,4.7,8.2,382,7.4,1.72,NA,12,920,1.8(BDL),2.89,5(BDL),74,29.94,23.7,1.5(BDL),0.4,110,54,56,8.16,34.8,312,243,11,0.2(BDL),0.5(BDL),1.15,0.3,18° 03.424’,74° 29.320’
2683,07-02-2025,Jul,02:00:00,"Nira river at Shindewadi,  Village. Shirval, Taluka. Khandala, District. Satara.",River,Nira ,Nira ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,27,5,8,212,6,1.07,NA,9.3,240,1.8(BDL),21.5,5(BDL),52,10.65,19.8,1.5(BDL),0.4,66,42,24,35.56,9.04,172,132,39,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),18° 08.771’,73° 59.044’
2711,07-03-2025,Jul,08:30:00,"Urmodi river at Nagthne, Village. Nagthane,Taluka. Satara, District. Satara.",River,Urmodi ,Urmodi ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,25,4.9,8.2,172,1(BDL),1.68,NA,21,540,1.8(BDL),6.12,5(BDL),38,9.75,19.8,1.5(BDL),0.4,50,26,24,15.09,36.03,144,115,27,0.23,0.5(BDL),1.28,0.2(BDL),17° 34.305’,74° 02.863’
2716,07-07-2025,Jul,04:30:00,"Venna river at  Mahabaleshwar, Village. Mahabaleshwar, Taluka. Mahabaleshwar, District. Satara.",River,Venna ,Venna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0,19,6.1,8.2,49,3.4,1.33,NA,8.2,110,1.8(BDL),4.34,5(BDL),20(BDL),9,12,1.5(BDL),0.4,18,8,10,5(BDL),5(BDL),42,32,14,0.51,0.5(BDL),1(BDL),0.2(BDL),17° 55.296’,73° 41.475’
2717,07-02-2025,Jul,10:30:00,"Venna river at Mahuli, Village. Mahuli, Taluka. Mahuli, District. Satara.",River,Venna ,Venna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Light Brown,Odor Free,0,25,6.2,8.2,216,3.8,1.02,NA,12,540,1.8(BDL),3.1,5(BDL),40,9.7,11.9,1.5(BDL),0.4,62,32,30,6.54,7.8,179,142,15,0.31,0.5(BDL),1(BDL),0.2(BDL),17° 41.566’,74° 03.043’
1194,07-07-2025,Jul,12:30:00,"Krishna river at Dhom Dam, Village. Wai, Taluka.Mahabaleshwar, District.Satara.",River,Krishna ,Krishna ,Satara,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,A (Drinking Water source without conventional treatment but after disinfection),Industrial,Raining,Less than 50cm,"Bathing,Washing",Yes,Clear,Odor Free,0,21,6.7,8.1,111,2.4,1.07,NA,1.8(BDL),140,1.8(BDL),2.27,5(BDL),22,7.85,7.9,1.5(BDL),0.4,34,16,18,5(BDL),5(BDL),92,78,12,0.31,0.5(BDL),1(BDL),0.2(BDL),17° 58’,73° 50’
28,07-03-2025,Jul,11:20:00,"Bhima river at Takli near Karnataka border, Village. Takali, Taluka. South Solapur,  District. Solapur.",River,Bhima ,Bhima ,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,C (Drinking water source),None,Clear,Greater than 100cm,Others,No,Clear,None,0,28,5.3,8.7,698,6.4,1.84,NA,6.1,220,1.8(BDL),2.26,16,138,75.98,23.7,1.5(BDL),0.4,198,102,96,104.56,67.29,565,449,21,0.2(BDL),0.5(BDL),3.55,0.3,17°24.910’,75°50.766 ’
1188,07-04-2025,Jul,14:10:00,"Bhima river at Narsingpur  near Sangam bridge after confluence with Nira, Village. Narsingpur, Taluka.Malshiros, District. Solapur.",River,Bhima ,Bhima ,Solapur,Maharashtra,Maharashtra PCB,Monthly,Industrial Effluent,C (Drinking water source),Industrial,Clear,Greater than 100cm,Others,No,Clear,None,0,30,6.1,8.3,571,3.4,1.61,NA,1.8(BDL),210,1.8(BDL),1.04,8,126,55.18,11.9,2.8,0.9,164,84,80,97.4,57.54,449,359,12,0.99,0.5(BDL),2.48,0.6,17° 30’,75° 30’
1911,07-05-2025,Jul,08:10:00,"Chandrabhaga river at U/s of Pandharpur town, Village. Gursale,Taluka. Pandharpur, District. Solapur.",River,Chandrabhaga ,Chandrabhaga ,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,C (Drinking water source),None,Clear,Greater than 100cm,Others,No,Clear,None,0,30,5.7,8.4,636,3.8,1.27,NA,1.8(BDL),27,1.8(BDL),2.77,12,100,133.16,16.1,2.8,1.25,180,94,86,73.94,59.49,514,378,16,0.2(BDL),0.5(BDL),2.6,1.1,17°43.797',75°18.745'
1912,07-05-2025,Jul,08:20:00,"Chandrabhaga river at D/s of Pandharpur town rear Vishnupant Mandir, Village. Gopalpur,Taluka. Pandharpur,District. Solapur.",River,Chandrabhaga ,Chandrabhaga ,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,B (Outdoor bathing(Organized)),None,Clear,Greater than 100cm,"Bathing,Washing,Boating",No,Clear,None,0,30,5.9,8.4,629,3.6,1.07,NA,1.8(BDL),210,1.8(BDL),2.32,14,98,65.08,12,3.92,1.77,176,84,92,65,62.05,514,372,16,0.2(BDL),0.5(BDL),2.72,0.2(BDL),17°40.086',75°20.839'
2705,07-04-2025,Jul,08:15:00,"Sina river near Laboti toll naka, Village. Laboti,Taluka. Mohal, District. Solapur.",River,Sina ,Sina ,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,No Information,None,Clear,Greater than 100cm,Others,No,Clear,None,0,29,5.7,8.2,984,5.8,2.66,NA,9.3,240,1.8(BDL),16.1,5(BDL),170,123.21,19.8,1.5(BDL),0.4,282,144,138,149.88,99.33,772,618,34,0.39,0.5(BDL),3.68,0.4,17° 47.095’,75° 42.577’
2789,07-04-2025,Jul,11:15:00,"Nalla at D/s of Aklai Mandir, Village. Aklai, Taluka. Malshiras, District. Solapur.",Nala,Nira,Nira ,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,B (Outdoor bathing(Organized)),None,Clear,Greater than 100cm,"Bathing,Washing,Others",No,Clear,None,0,29,5.8,8.6,490,5,2.31,NA,6.8,350,1.8(BDL),1.27,10,90,39.99,19.8,1.68,0.4,138,76,62,36.96,48.42,395,313,15,0.24,0.5(BDL),1.67,0.5,17° 53.339’,75° 01.541’
5995,07-04-2025,Jul,14:15:00,"Ujani dam pumping station, Dist- Solapur ",Dam,NA,NA,Solapur,Maharashtra,Maharashtra PCB,Monthly,None,C (Drinking water source),None,Clear,Greater than 100cm,"Bathing,Washing,Cultivation,Fishing,Boating,Gardening,Tourism Spot",No,Clear,None,0,30,6,8.6,671,3.2,1.63,NA,4.5,240,1.8(BDL),2.2,12,128,73.43,11.9,1.68,0.4,190,92,98,100.16,5.55,548,432,14,0.2(BDL),0.5(BDL),1(BDL),0.2(BDL),NA,NA
